Date,Symbol,Open,High,Low,Close,Adj Close,Volume
01-12-2020,SHOP,1080.380005,1087.72998,1051,1069.060059,1069.060059,1729800
02-12-2020,SHOP,1051,1083.369995,1036.01001,1079.439941,1079.439941,1252300
03-12-2020,SHOP,1082,1112.406982,1061.300049,1062.680054,1062.680054,1515600
04-12-2020,SHOP,1068,1079.27002,1051.109985,1053.890015,1053.890015,852700
07-12-2020,SHOP,1058.01001,1088,1056.036987,1084.400024,1084.400024,934700
08-12-2020,SHOP,1088.969971,1107,1083,1102.089966,1102.089966,1087100
09-12-2020,SHOP,1100,1102.939941,1028.420044,1038.189941,1038.189941,1430000
10-12-2020,SHOP,1017.5,1073,1017,1067.369995,1067.369995,980500
11-12-2020,SHOP,1064.97998,1075,1038,1057.869995,1057.869995,738900
14-12-2020,SHOP,1050,1079.27002,1039.160034,1059.170044,1059.170044,1131900
15-12-2020,SHOP,1054.189941,1086.209961,1050.660034,1074.099976,1074.099976,804200
16-12-2020,SHOP,1072.609985,1164.166016,1071.689941,1157.310059,1157.310059,3092700
17-12-2020,SHOP,1163,1206.89502,1150.43103,1180,1180,2295100
18-12-2020,SHOP,1181.839966,1184.22998,1161.119995,1170.959961,1170.959961,1114600
21-12-2020,SHOP,1164.97998,1205.189941,1145,1197.26001,1197.26001,1517300
22-12-2020,SHOP,1203.949951,1285.185059,1200.165039,1277.079956,1277.079956,2499200
23-12-2020,SHOP,1275,1276.219971,1197.400024,1197.959961,1197.959961,2128400
24-12-2020,SHOP,1216,1238.97998,1209.546997,1225.52002,1225.52002,925500
28-12-2020,SHOP,1229.859985,1231.540039,1137.219971,1147.060059,1147.060059,1896300
29-12-2020,SHOP,1168,1200.452026,1146.329956,1171.609985,1171.609985,1422000
30-12-2020,SHOP,1178.130005,1180.609985,1142.790039,1163,1163,790900
31-12-2020,SHOP,1163.459961,1163.459961,1128.25,1131.949951,1131.949951,818400
04-01-2021,SHOP,1137.98999,1142.875,1077.859985,1092.400024,1092.400024,1644900
05-01-2021,SHOP,1094.369995,1118.73999,1085.589966,1118.73999,1118.73999,905500
06-01-2021,SHOP,1097.5,1109,1076.050049,1087.310059,1087.310059,1268700
07-01-2021,SHOP,1102,1161.709961,1102,1159.530029,1159.530029,1376500
08-01-2021,SHOP,1172,1194.890015,1151.540039,1188.920044,1188.920044,1378100
11-01-2021,SHOP,1170.5,1217.689941,1160,1177.640015,1177.640015,1110800
12-01-2021,SHOP,1188,1205.790039,1165.427979,1188.23999,1188.23999,902200
13-01-2021,SHOP,1192,1201.969971,1169.5,1199.819946,1199.819946,693800
14-01-2021,SHOP,1228.98999,1230.099976,1170.650024,1178.859985,1178.859985,1183800
15-01-2021,SHOP,1190.160034,1193,1147,1170.469971,1170.469971,893300
19-01-2021,SHOP,1186.900024,1190.660034,1150.170044,1173.969971,1173.969971,776500
20-01-2021,SHOP,1180.709961,1216.319946,1175.345947,1200.97998,1200.97998,811900
21-01-2021,SHOP,1214,1216.25,1181,1198.150024,1198.150024,701100
22-01-2021,SHOP,1187.52002,1201.609985,1177.156006,1196.699951,1196.699951,624700
