Date,Symbol,Open,High,Low,Close,Adj Close,Volume
01-12-2020,BTC-USD,19633.76953,19845.97461,18321.92188,18802.99805,18802.99805,49633658712
02-12-2020,BTC-USD,18801.74414,19308.33008,18347.71875,19201.0918,19201.0918,37387697139
03-12-2020,BTC-USD,19205.92578,19566.19141,18925.78516,19445.39844,19445.39844,31930317405
04-12-2020,BTC-USD,19446.9668,19511.4043,18697.19336,18699.76563,18699.76563,33872388058
05-12-2020,BTC-USD,18698.38477,19160.44922,18590.19336,19154.23047,19154.23047,27242455064
06-12-2020,BTC-USD,19154.17969,19390.5,18897.89453,19345.12109,19345.12109,25293775714
07-12-2020,BTC-USD,19343.12891,19411.82813,18931.14258,19191.63086,19191.63086,26896357742
08-12-2020,BTC-USD,19191.5293,19283.47852,18269.94531,18321.14453,18321.14453,31692288756
09-12-2020,BTC-USD,18320.88477,18626.29297,17935.54688,18553.91602,18553.91602,34420373071
10-12-2020,BTC-USD,18553.29883,18553.29883,17957.06445,18264.99219,18264.99219,25547132265
11-12-2020,BTC-USD,18263.92969,18268.45313,17619.5332,18058.9043,18058.9043,27919640985
12-12-2020,BTC-USD,18051.32031,18919.55078,18046.04102,18803.65625,18803.65625,21752580802
13-12-2020,BTC-USD,18806.76563,19381.53516,18734.33203,19142.38281,19142.38281,25450468637
14-12-2020,BTC-USD,19144.49219,19305.09961,19012.70898,19246.64453,19246.64453,22473997681
15-12-2020,BTC-USD,19246.91992,19525.00781,19079.8418,19417.07617,19417.07617,26741982541
16-12-2020,BTC-USD,19418.81836,21458.9082,19298.31641,21310.59766,21310.59766,44409011479
17-12-2020,BTC-USD,21308.35156,23642.66016,21234.67578,22805.16211,22805.16211,71378606374
18-12-2020,BTC-USD,22806.79688,23238.60156,22399.8125,23137.96094,23137.96094,40387896275
19-12-2020,BTC-USD,23132.86523,24085.85547,22826.47266,23869.83203,23869.83203,38487546580
20-12-2020,BTC-USD,23861.76563,24209.66016,23147.71094,23477.29492,23477.29492,37844228422
21-12-2020,BTC-USD,23474.45508,24059.98242,22159.36719,22803.08203,22803.08203,45852713981
22-12-2020,BTC-USD,22794.03906,23789.90234,22430.60547,23783.0293,23783.0293,44171632681
23-12-2020,BTC-USD,23781.97461,24024.49023,22802.64648,23241.3457,23241.3457,51146161904
24-12-2020,BTC-USD,23240.20313,23768.33789,22777.59766,23735.94922,23735.94922,41080759713
25-12-2020,BTC-USD,23733.57031,24710.10156,23463.67383,24664.79102,24664.79102,42068395846
26-12-2020,BTC-USD,24677.01563,26718.07031,24522.68945,26437.03711,26437.03711,48332647295
27-12-2020,BTC-USD,26439.37305,28288.83984,25922.76953,26272.29492,26272.29492,66479895605
28-12-2020,BTC-USD,26280.82227,27389.11133,26207.64063,27084.80859,27084.80859,49056742893
29-12-2020,BTC-USD,27081.81055,27370.7207,25987.29883,27362.4375,27362.4375,45265946774
30-12-2020,BTC-USD,27360.08984,28937.74023,27360.08984,28840.95313,28840.95313,51287442704
31-12-2020,BTC-USD,28841.57422,29244.87695,28201.99219,29001.7207,29001.7207,46754964848
